# code,annotations_organism,cog_taxid,no rank,superkingdom,phylum,class,order,family,genus,species,taxid,clade,strain,subspecies,species group,subphylum,suborder,subclass,isolate,subfamily,forma specialis,serotype,serogroup,tribe
Promir,Proteus mirabilis HI4320,529507,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Proteus,Proteus mirabilis,529507,,Proteus mirabilis HI4320,,,,,,,,,,,
Prostu,Providencia stuartii MRSN 2154,1157951,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Providencia,Providencia stuartii,1157951,,Providencia stuartii MRSN 2154,,,,,,,,,,,
Pseaer,Pseudomonas aeruginosa PAO1,208964,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,208964,,Pseudomonas aeruginosa PAO1,,Pseudomonas aeruginosa group,,,,,,,,,
Pseatl,Pseudoalteromonas atlantica T6c,342610,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas atlantica,342610,,Pseudoalteromonas atlantica T6c,,,,,,,,,,,
Psedio,Pseudonocardia dioxanivorans CB1190,675635,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia dioxanivorans,675635,Terrabacteria group,Pseudonocardia dioxanivorans CB1190,,,,,,,,,,,
Psefob,Pseudovibrio sp. FO-BEG1,911045,unclassified Pseudovibrio,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Pseudovibrio,Pseudovibrio sp. FO-BEG1,911045,,,,,,,,,,,,,
Psenh8,Pseudogulbenkiania sp. NH8B,748280,unclassified Pseudogulbenkiania,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Pseudogulbenkiania,Pseudogulbenkiania sp. NH8B,748280,,,,,,,,,,,,,
Psepcc,Pseudanabaena sp. PCC 7367,82654,unclassified Pseudanabaena,Bacteria,Cyanobacteria,,Synechococcales,Pseudanabaenaceae,Pseudanabaena,Pseudanabaena sp. PCC 7367,82654,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,
Psespa,Pseudoxanthomonas spadix BD-a59,1045855,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas spadix,1045855,,Pseudoxanthomonas spadix BD-a59,,,,,,,,,,,
Psyg__,Psychrobacter sp. G,571800,unclassified Psychrobacter,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. G,571800,,,,,,,,,,,,,
Psying,Psychromonas ingrahamii 37,357804,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,Psychromonas ingrahamii,357804,,Psychromonas ingrahamii 37,,,,,,,,,,,
Psytor,Psychroflexus torquis ATCC 700755,313595,cellular organisms,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Psychroflexus,Psychroflexus torquis,313595,Bacteroidetes/Chlorobi group,Psychroflexus torquis ATCC 700755,,,,,,,,,,,
Punmar,Candidatus Puniceispirillum marinum IMCC1322,488538,Alphaproteobacteria incertae sedis,Bacteria,Proteobacteria,Alphaproteobacteria,,,Candidatus Puniceispirillum,Candidatus Puniceispirillum marinum,488538,SAR116 cluster,Candidatus Puniceispirillum marinum IMCC1322,,,,,,,,,,,
Pust77,Pusillimonas sp. T7-7,1007105,unclassified Pusillimonas,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas,Pusillimonas sp. T7-7,1007105,,,,,,,,,,,,,
Pyraby,Pyrococcus abyssi GE5,272844,cellular organisms,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus abyssi,272844,,Pyrococcus abyssi GE5,,,,,,,,,,,
Pyraer,Pyrobaculum aerophilum str. IM2,178306,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum aerophilum,178306,TACK group,Pyrobaculum aerophilum str. IM2,,,,,,,,,,,
Pyrfum,Pyrolobus fumarii 1A,694429,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrolobus,Pyrolobus fumarii,694429,TACK group,Pyrolobus fumarii 1A,,,,,,,,,,,
Pyrfur,Pyrococcus furiosus DSM 3638,186497,cellular organisms,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus furiosus,186497,,Pyrococcus furiosus DSM 3638,,,,,,,,,,,
Rahy96,Rahnella sp. Y9602,741091,unclassified Rahnella,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,Rahnella sp. Y9602,741091,,,,,,,,,,,,,
Ralsol,Ralstonia solanacearum GMI1000,267608,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,267608,,Ralstonia solanacearum GMI1000,,,,,,,,,,,
Ramtat,Ramlibacter tataouinensis TTB310,365046,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,Ramlibacter tataouinensis,365046,,Ramlibacter tataouinensis TTB310,,,,,,,,,,,
Raoorn,Raoultella ornithinolytica B6,1286170,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella ornithinolytica,1286170,,Raoultella ornithinolytica B6,,,,,,,,,,,
Rensal,Renibacterium salmoninarum ATCC 33209,288705,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Renibacterium,Renibacterium salmoninarum,288705,Terrabacteria group,Renibacterium salmoninarum ATCC 33209,,,,,,,,,,,
Rhileg,Rhizobium leguminosarum bv. viciae 3841,216596,Rhizobium leguminosarum bv. viciae,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium leguminosarum,216596,,Rhizobium leguminosarum bv. viciae 3841,,,,,,,,,,,
Rho2ap,Rhodanobacter denitrificans,666685,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter denitrificans,666685,,,,,,,,,,,,,
Rhobal,Rhodopirellula baltica SH 1,243090,cellular organisms,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula,Rhodopirellula baltica,243090,PVC group,Rhodopirellula baltica SH 1,,,,,,,,,,,
Rhocen,Rhodospirillum centenum SW,414684,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum centenum,414684,,Rhodospirillum centenum SW,,,,,,,,,,,
Rhofer,Rhodoferax ferrireducens T118,338969,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax ferrireducens,338969,,Rhodoferax ferrireducens T118,,,,,,,,,,,
Rhojos,Rhodococcus jostii RHA1,101510,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus jostii,101510,Terrabacteria group,Rhodococcus jostii RHA1,,,,,,,,,,,
Rhomar,Rhodothermus marinus DSM 4252,518766,cellular organisms,Bacteria,Bacteroidetes,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Rhodothermus,Rhodothermus marinus,518766,Bacteroidetes/Chlorobi group,Rhodothermus marinus DSM 4252,,,,,,,,,,,
Rhopal,Rhodopseudomonas palustris CGA009,258594,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Rhodopseudomonas,Rhodopseudomonas palustris,258594,,Rhodopseudomonas palustris CGA009,,,,,,,,,,,
Rhosph,Rhodobacter sphaeroides KD131,557760,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cereibacter,Cereibacter sphaeroides,557760,,Rhodobacter sphaeroides KD131,,,,,,,,,,,
Rhovan,Rhodomicrobium vannielii ATCC 17100,648757,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodomicrobium,Rhodomicrobium vannielii,648757,,Rhodomicrobium vannielii ATCC 17100,,,,,,,,,,,
Riccon,Rickettsia conorii str. Malish 7,272944,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia conorii,272944,,Rickettsia conorii str. Malish 7,,spotted fever group,,,,,,,,,Rickettsieae
Ricpro,Rickettsia prowazekii str. Madrid E,272947,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia prowazekii,272947,,Rickettsia prowazekii str. Madrid E,,typhus group,,,,,,,,,Rickettsieae
Rieana,Riemerella anatipestifer RA-CH-1,1228997,cellular organisms,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Riemerella,Riemerella anatipestifer,1228997,Bacteroidetes/Chlorobi group,Riemerella anatipestifer RA-CH-1,,,,,,,,,,,
Rieped,Candidatus Riesia pediculicola USDA,515618,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Riesia,Candidatus Riesia pediculicola,515618,,Candidatus Riesia pediculicola USDA,,,,,,,,,,,
Rivpcc,Rivularia sp. PCC 7116,373994,unclassified Rivularia (in: Bacteria),Bacteria,Cyanobacteria,,Nostocales,Rivulariaceae,Rivularia,Rivularia sp. PCC 7116,373994,Cyanobacteria/Melainabacteria group,,,,,,,,,,,,
Robbif,Robiginitalea biformata HTCC2501,313596,cellular organisms,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,Robiginitalea biformata,313596,Bacteroidetes/Chlorobi group,Robiginitalea biformata HTCC2501,,,,,,,,,,,
Rosint,Roseburia intestinalis XB6B4,718255,cellular organisms,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Roseburia,Roseburia intestinalis,718255,Terrabacteria group,Roseburia intestinalis XB6B4,,,,,,,,,,,
Roslit,Roseobacter litoralis Och 149,391595,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,Roseobacter litoralis,391595,,Roseobacter litoralis Och 149,,,,,,,,,,,
Rosrs1,Roseiflexus sp. RS-1,357808,unclassified Roseiflexus,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Roseiflexus,Roseiflexus sp. RS-1,357808,Terrabacteria group,,,,,Roseiflexineae,,,,,,,
Rotden,Rothia dentocariosa ATCC 17931,762948,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Rothia,Rothia dentocariosa,762948,Terrabacteria group,Rothia dentocariosa ATCC 17931,,,,,,,,,,,
Rubgel,Rubrivivax gelatinosus IL144,983917,Burkholderiales genera incertae sedis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,Rubrivivax,Rubrivivax gelatinosus,983917,,Rubrivivax gelatinosus IL144,,,,,,,,,,,
Rubxyl,Rubrobacter xylanophilus DSM 9941,266117,cellular organisms,Bacteria,Actinobacteria,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,Rubrobacter xylanophilus,266117,Terrabacteria group,Rubrobacter xylanophilus DSM 9941,,,,,,,,,,,
Ruepom,Ruegeria pomeroyi DSS-3,246200,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria pomeroyi,246200,,Ruegeria pomeroyi DSS-3,,,,,,,,,,,
Rumalb,Ruminococcus albus 7 = DSM 20455,697329,cellular organisms,Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus albus,697329,Terrabacteria group,Ruminococcus albus 7 = DSM 20455,,,,,,,,,,,
Runsli,Runella slithyformis DSM 19594,761193,cellular organisms,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,Runella slithyformis,761193,Bacteroidetes/Chlorobi group,Runella slithyformis DSM 19594,,,,,,,,,,,
Rutmag,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),413404,Gammaproteobacteria incertae sedis,Bacteria,Proteobacteria,Gammaproteobacteria,,,Candidatus Ruthia,Candidatus Ruthia magnifica,413404,sulfur-oxidizing symbionts,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),,,,,,,,,,,
Sacala,Candidatus Saccharimonas aalborgensis,1332188,Bacteria incertae sedis,Bacteria,Candidatus Saccharibacteria,,,,Candidatus Saccharimonas,Candidatus Saccharimonas aalborgensis,1332188,Bacteria candidate phyla,,,,,,,,,,,,
Sacdeg,Saccharophagus degradans 2-40,203122,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Saccharophagus,Saccharophagus degradans,203122,,Saccharophagus degradans 2-40,,,,,,,,,,,
Sacery,Saccharopolyspora erythraea NRRL 2338,405948,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora erythraea,405948,Terrabacteria group,Saccharopolyspora erythraea NRRL 2338,,,,,,,,,,,
Sacesp,Saccharothrix espanaensis DSM 44229,1179773,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Saccharothrix espanaensis,1179773,Terrabacteria group,Saccharothrix espanaensis DSM 44229,,,,,,,,,,,
Sacraa,Candidatus Saccharibacteria bacterium RAAC3_TM7_1,1394711,unclassified Saccharibacteria,Bacteria,Candidatus Saccharibacteria,,,,,Candidatus Saccharibacteria bacterium RAAC3_TM7_1,1394711,Bacteria candidate phyla,,,,,,,,,,,,
Sacvir,Saccharomonospora viridis DSM 43017,471857,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Saccharomonospora,Saccharomonospora viridis,471857,Terrabacteria group,Saccharomonospora viridis DSM 43017,,,,,,,,,,,
Salare,Salinispora arenicola CNS-205,391037,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Micromonosporales,Micromonosporaceae,Salinispora,Salinispora arenicola,391037,Terrabacteria group,Salinispora arenicola CNS-205,,,,,,,,,,,
Salent,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,Salmonella enterica subsp. enterica serovar Typhimurium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,99287,,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,Salmonella enterica subsp. enterica,,,,,,,,,,
Sallam,Salinarchaeum sp. Harcht-Bsk1,1333523,unclassified Salinarchaeum,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Salinarchaeum,Salinarchaeum sp. Harcht-Bsk1,1333523,Stenosarchaea group,,,,,,,,,,,,
Salrub,Salinibacter ruber M8,761659,cellular organisms,Bacteria,Bacteroidetes,,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,Salinibacter,Salinibacter ruber,761659,Bacteroidetes/Chlorobi group,Salinibacter ruber M8,,,,,,,,,,,
Sanked,Sanguibacter keddieii DSM 10542,446469,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Sanguibacteraceae,Sanguibacter,Sanguibacter keddieii,446469,Terrabacteria group,Sanguibacter keddieii DSM 10542,,,,,,,,,,,
Sapgra,Saprospira grandis str. Lewin,984262,cellular organisms,Bacteria,Bacteroidetes,Saprospiria,Saprospirales,Saprospiraceae,Saprospira,Saprospira grandis,984262,Bacteroidetes/Chlorobi group,Saprospira grandis str. Lewin,,,,,,,,,,,
Sebter,Sebaldella termitidis ATCC 33386,526218,cellular organisms,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sebaldella,Sebaldella termitidis,526218,,Sebaldella termitidis ATCC 33386,,,,,,,,,,,
Segrot,Segniliparus rotundus DSM 44985,640132,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Segniliparaceae,Segniliparus,Segniliparus rotundus,640132,Terrabacteria group,Segniliparus rotundus DSM 44985,,,,,,,,,,,
Selrum,Selenomonas ruminantium subsp. lactilytica TAM6421,927704,cellular organisms,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Selenomonas,Selenomonas ruminantium,927704,Terrabacteria group,Selenomonas ruminantium subsp. lactilytica TAM6421,Selenomonas ruminantium subsp. lactilytica,,,,,,,,,,
Serply,Serratia plymuthica S13,1348660,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia plymuthica,1348660,,,,,,,,Serratia plymuthica S13,,,,,
Sheone,Shewanella oneidensis MR-1,211586,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella oneidensis,211586,,Shewanella oneidensis MR-1,,,,,,,,,,,
Shidys,Shigella dysenteriae 1617,754093,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,754093,,Shigella dysenteriae 1617,,,,,,,,,,,
Sidlit,Sideroxydans lithotrophicus ES-1,580332,cellular organisms,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sideroxydans,Sideroxydans lithotrophicus,580332,,Sideroxydans lithotrophicus ES-1,,,,,,,,,,,
Simaga,Simiduia agarivorans SA1 = DSM 21679,1117647,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Simiduia,Simiduia agarivorans,1117647,,Simiduia agarivorans SA1 = DSM 21679,,,,,,,,,,,
Simneg,Simkania negevensis Z,331113,cellular organisms,Bacteria,Chlamydiae,Chlamydiia,Parachlamydiales,Simkaniaceae,Simkania,Simkania negevensis,331113,PVC group,Simkania negevensis Z,,,,,,,,,,,
Sinaci,Singulisphaera acidiphila DSM 18658,886293,cellular organisms,Bacteria,Planctomycetes,Planctomycetia,Isosphaerales,Isosphaeraceae,Singulisphaera,Singulisphaera acidiphila,886293,PVC group,Singulisphaera acidiphila DSM 18658,,,,,,,,,,,
Sinmel,Sinorhizobium meliloti 1021,266834,Sinorhizobium/Ensifer group,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium meliloti,266834,,Sinorhizobium meliloti 1021,,,,,,,,,,,
Slahel,Slackia heliotrinireducens DSM 20476,471855,cellular organisms,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Slackia,Slackia heliotrinireducens,471855,Terrabacteria group,Slackia heliotrinireducens DSM 20476,,,,,,,,,,,
Sodglo,Sodalis glossinidius str. 'morsitans',343509,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Bruguierivoracaceae,Sodalis,Sodalis glossinidius,343509,,Sodalis glossinidius str. 'morsitans',,,,,,,,,,,
Solcan,Solitalea canadensis DSM 3403,929556,cellular organisms,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,Solitalea canadensis,929556,Bacteroidetes/Chlorobi group,Solitalea canadensis DSM 3403,,,,,,,,,,,
Solsil,Solibacillus silvestris StLB046,1002809,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Solibacillus,Solibacillus silvestris,1002809,Terrabacteria group,Solibacillus silvestris StLB046,,,,,,,,,,,
Solusi,Candidatus Solibacter usitatus Ellin6076,234267,cellular organisms,Bacteria,Acidobacteria,Acidobacteriia,Bryobacterales,Solibacteraceae,Candidatus Solibacter,Candidatus Solibacter usitatus,234267,,,,,,,,Candidatus Solibacter usitatus Ellin6076,,,,,
Sorcel,Sorangium cellulosum So0157-2,1254432,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,1254432,,Sorangium cellulosum So0157-2,,,delta/epsilon subdivisions,Sorangiineae,,,,,,,
Sph21_,Sphingobacterium sp. 21,743722,unclassified Sphingobacterium,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium sp. 21,743722,Bacteroidetes/Chlorobi group,,,,,,,,,,,,
Sphala,Sphingopyxis alaskensis RB2256,317655,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis alaskensis,317655,,Sphingopyxis alaskensis RB2256,,,,,,,,,,,
Sphjap,Sphingobium japonicum UT26S,452662,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium japonicum,452662,,Sphingobium japonicum UT26S,,,,,,,,,,,
Sphple,Sphaerochaeta pleomorpha str. Grapes,158190,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sphaerochaeta,Sphaerochaeta pleomorpha,158190,,Sphaerochaeta pleomorpha str. Grapes,,,,,,,,,,,
Sphthe,Sphaerobacter thermophilus DSM 20745,479434,cellular organisms,Bacteria,Chloroflexi,Thermomicrobia,Sphaerobacterales,Sphaerobacteraceae,Sphaerobacter,Sphaerobacter thermophilus,479434,Terrabacteria group,Sphaerobacter thermophilus DSM 20745,,,,Sphaerobacterineae,Sphaerobacteridae,,,,,,
Sphwit,Sphingomonas wittichii RW1,392499,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas wittichii,392499,,Sphingomonas wittichii RW1,,,,,,,,,,,
Spichr,Spiroplasma chrysopicola DF-1,1276227,cellular organisms,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Spiroplasmataceae,Spiroplasma,Spiroplasma chrysopicola,1276227,Terrabacteria group,Spiroplasma chrysopicola DF-1,,,,,,,,,,,
Spilin,Spirosoma linguale DSM 74,504472,cellular organisms,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma linguale,504472,Bacteroidetes/Chlorobi group,Spirosoma linguale DSM 74,,,,,,,,,,,
Spisma,Sediminispirochaeta smaragdinae DSM 11293,573413,cellular organisms,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,Sediminispirochaeta smaragdinae,573413,,Sediminispirochaeta smaragdinae DSM 11293,,,,,,,,,,,
Spiuah,Spiribacter curvatus,1335757,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,Spiribacter curvatus,1335757,,,,,,,,,,,,,
Staaur,Staphylococcus aureus subsp. aureus N315,158879,cellular organisms,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,158879,Terrabacteria group,Staphylococcus aureus subsp. aureus N315,,,,,,,,,,,
Stacya,Stanieria cyanosphaera PCC 7437,111780,cellular organisms,Bacteria,Cyanobacteria,,Pleurocapsales,Dermocarpellaceae,Stanieria,Stanieria cyanosphaera,111780,Cyanobacteria/Melainabacteria group,Stanieria cyanosphaera PCC 7437,,,,,,,,,,,
Stahel,Staphylothermus hellenicus DSM 12710,591019,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Staphylothermus,Staphylothermus hellenicus,591019,TACK group,Staphylothermus hellenicus DSM 12710,,,,,,,,,,,
Stanas,Stackebrandtia nassauensis DSM 44728,446470,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Glycomycetales,Glycomycetaceae,Stackebrandtia,Stackebrandtia nassauensis,446470,Terrabacteria group,Stackebrandtia nassauensis DSM 44728,,,,,,,,,,,
Stanov,Starkeya novella DSM 506,639283,cellular organisms,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Starkeya,Starkeya novella,639283,,Starkeya novella DSM 506,,,,,,,,,,,
Stemal,Stenotrophomonas maltophilia K279a,522373,cellular organisms,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Stenotrophomonas maltophilia,522373,,Stenotrophomonas maltophilia K279a,,Stenotrophomonas maltophilia group,,,,,,,,,
Stiaur,Stigmatella aurantiaca DW4/3-1,378806,cellular organisms,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Stigmatella,Stigmatella aurantiaca,378806,,Stigmatella aurantiaca DW4/3-1,,,delta/epsilon subdivisions,Cystobacterineae,,,,,,,
Strbin,Streptomyces bingchenggensis BCW-1,749414,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces bingchenggensis,749414,Terrabacteria group,Streptomyces bingchenggensis BCW-1,,,,,,,,,,,
Strlet,Strawberry lethal yellows phytoplasma (CPA) str. NZSb11,980422,Strawberry lethal yellows phytoplasma (CPA),Bacteria,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Candidatus Phytoplasma,Candidatus Phytoplasma australiense,980422,Terrabacteria group,Strawberry lethal yellows phytoplasma (CPA) str. NZSb11,,16SrXII (Stolbur group),,,,,,,,,
Strmon,Streptobacillus moniliformis DSM 12112,519441,cellular organisms,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Streptobacillus,Streptobacillus moniliformis,519441,,Streptobacillus moniliformis DSM 12112,,,,,,,,,,,
Strpne,Streptococcus pneumoniae TIGR4,170187,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,170187,Terrabacteria group,Streptococcus pneumoniae TIGR4,,,,,,,,,,,
Strpyo,Streptococcus pyogenes M1 GAS,160490,cellular organisms,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes,160490,Terrabacteria group,Streptococcus pyogenes M1 GAS,,,,,,,,,Streptococcus pyogenes serotype M1,,
Strros,Streptosporangium roseum DSM 43021,479432,cellular organisms,Bacteria,Actinobacteria,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Streptosporangium,Streptosporangium roseum,479432,Terrabacteria group,Streptosporangium roseum DSM 43021,,,,,,,,,,,
Sula01,Sulfobacillus acidophilus TPY,1051632,Eubacteriales incertae sedis,Bacteria,Firmicutes,Clostridia,Eubacteriales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,Sulfobacillus acidophilus,1051632,Terrabacteria group,Sulfobacillus acidophilus TPY,,,,,,,,,,,
Sulaci,Sulfolobus acidocaldarius DSM 639,330779,cellular organisms,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus,Sulfolobus acidocaldarius,330779,TACK group,Sulfolobus acidocaldarius DSM 639,,,,,,,,,,,
